,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
33,55,A,P3,,,Østmarkveien 26,2987694,Andre småhus m/3 boliger el fl,Hus,Eldre,388,0,3,10.44784,63.451996,False,False,False,False,False,False,0,0,False,[ 7.372  5.82   6.984 ... 10.088  9.312  9.312],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[6.984 5.82  6.984 ... 9.312 8.536 8.924],[0.388 0.    0.    ... 0.776 0.776 0.388],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],0,0,0,0,0,0,0,[ 8.924  6.984  7.76  ... 12.804 11.64  11.252],71100.0,4.0,3.0,57166.367999999995,0,0,13915.232000000002,0,0,0,2.3280000000000003,0,0,1.552,0,0,0,2.3280000000000003,0,0,1.164,0,0,0,Referansesituasjon
34,56,D,P3,,,Østmarkveien 26E,2987698,Bo- og behandlingssenter,Sykehjem,Eldre,424,0,2,10.446325,63.451778,False,False,False,False,True,False,0,0,False,[8.904 8.904 8.904 ... 9.752 9.328 9.328],[3.392 3.392 3.392 ... 4.24  3.816 3.816],[8.056 8.056 8.056 ... 8.48  8.48  8.48 ],[0.848 0.848 0.848 ... 1.272 0.848 0.848],[3.392 3.392 3.392 ... 4.24  3.816 3.816],0,0,0,0,0,0,0,[12.296 12.296 12.296 ... 13.992 13.144 13.144],112800.0,10.0,12.0,71639.464,0,0,41144.96,0,0,0,4.664,0,0,5.512,0,0,0,5.936,0,0,5.936,0,0,0,Referansesituasjon
35,57,A,P3,,,Østmarkveien 28C,2987699,Stort frittliggende boligbygg på 2 etg.,Hus,Eldre,510,0,3,10.448162,63.452415,False,False,False,False,False,False,0,0,False,[ 9.69  7.65  9.18 ... 13.26 12.24 12.24],[2.04 1.53 1.02 ... 3.57 3.06 2.55],[ 9.18  7.65  9.18 ... 12.24 11.22 11.73],[0.51 0.   0.   ... 1.02 1.02 0.51],[2.04 1.53 1.02 ... 3.57 3.06 2.55],0,0,0,0,0,0,0,[11.73  9.18 10.2  ... 16.83 15.3  14.79],93400.0,5.0,5.0,75141.35999999999,0,0,18290.64,0,0,0,3.06,0,0,2.04,0,0,0,3.06,0,0,1.53,0,0,0,Referansesituasjon
36,58,A,P3,,,Østmarkveien 28G,2987700,Rekkehus,Hus,Eldre,822,0,3,10.447456,63.452332,False,False,False,False,True,False,0,0,False,[15.618 12.33  14.796 ... 21.372 19.728 19.728],[3.288 2.466 1.644 ... 5.754 4.932 4.11 ],[14.796 12.33  14.796 ... 19.728 18.084 18.906],[0.822 0.    0.    ... 1.644 1.644 0.822],[3.288 2.466 1.644 ... 5.754 4.932 4.11 ],0,0,0,0,0,0,0,[18.906 14.796 16.44  ... 27.126 24.66  23.838],150600.0,8.0,7.0,121110.19200000002,0,0,29480.208,0,0,0,4.932,0,0,3.2880000000000003,0,0,0,4.932,0,0,2.466,0,0,0,Referansesituasjon
37,59,A,P3,,,Østmarkveien 28N,2987701,Kjede/atriumhus,Hus,Eldre,410,0,2,10.445153,63.452006,False,False,False,False,True,False,0,0,False,[ 7.79  6.15  7.38 ... 10.66  9.84  9.84],[1.64 1.23 0.82 ... 2.87 2.46 2.05],[7.38 6.15 7.38 ... 9.84 9.02 9.43],[0.41 0.   0.   ... 0.82 0.82 0.41],[1.64 1.23 0.82 ... 2.87 2.46 2.05],0,0,0,0,0,0,0,[ 9.43  7.38  8.2  ... 13.53 12.3  11.89],75100.0,4.0,4.0,60407.76,0,0,14704.240000000002,0,0,0,2.46,0,0,1.6400000000000001,0,0,0,2.46,0,0,1.23,0,0,0,Referansesituasjon
38,60,A,P3,,,Østmarkveien 30,2987703,"Tomannsbolig, horisontaldelt",Hus,Eldre,229,0,3,10.448481,63.45278,False,False,False,False,True,False,0,0,False,[4.351 3.435 4.122 ... 5.954 5.496 5.496],[0.916 0.687 0.458 ... 1.603 1.374 1.145],[4.122 3.435 4.122 ... 5.496 5.038 5.267],[0.229 0.    0.    ... 0.458 0.458 0.229],[0.916 0.687 0.458 ... 1.603 1.374 1.145],0,0,0,0,0,0,0,[5.267 4.122 4.58  ... 7.557 6.87  6.641],42000.0,2.0,2.0,33739.944,0,0,8212.856000000002,0,0,0,1.374,0,0,0.916,0,0,0,1.374,0,0,0.687,0,0,0,Referansesituasjon
39,61,A,P3,,,Østmarkveien 32,2987704,Andre småhus m/3 boliger el fl,Hus,Eldre,345,0,3,10.448003,63.452838,False,False,False,False,False,False,0,0,False,[6.555 5.175 6.21  ... 8.97  8.28  8.28 ],[1.38  1.035 0.69  ... 2.415 2.07  1.725],[6.21  5.175 6.21  ... 8.28  7.59  7.935],[0.345 0.    0.    ... 0.69  0.69  0.345],[1.38  1.035 0.69  ... 2.415 2.07  1.725],0,0,0,0,0,0,0,[ 7.935  6.21   6.9   ... 11.385 10.35  10.005],63200.0,3.0,3.0,50830.920000000006,0,0,12373.080000000004,0,0,0,2.0700000000000003,0,0,1.3800000000000001,0,0,0,2.0700000000000003,0,0,1.035,0,0,0,Referansesituasjon
40,62,A,P3,,,Østmarkveien 34,2987705,Andre småhus m/3 boliger el fl,Hus,Eldre,348,0,3,10.447405,63.452925,False,False,False,False,False,False,0,0,False,[6.612 5.22  6.264 ... 9.048 8.352 8.352],[1.392 1.044 0.696 ... 2.436 2.088 1.74 ],[6.264 5.22  6.264 ... 8.352 7.656 8.004],[0.348 0.    0.    ... 0.696 0.696 0.348],[1.392 1.044 0.696 ... 2.436 2.088 1.74 ],0,0,0,0,0,0,0,[ 8.004  6.264  6.96  ... 11.484 10.44  10.092],63800.0,3.0,3.0,51272.92800000001,0,0,12480.672000000002,0,0,0,2.088,0,0,1.3920000000000001,0,0,0,2.088,0,0,1.044,0,0,0,Referansesituasjon
41,63,A,P3,,,Østmarkveien 36,2987706,Andre småhus m/3 boliger el fl,Hus,Eldre,345,0,3,10.446861,63.452868,False,False,False,False,True,False,0,0,False,[6.555 5.175 6.21  ... 8.97  8.28  8.28 ],[1.38  1.035 0.69  ... 2.415 2.07  1.725],[6.21  5.175 6.21  ... 8.28  7.59  7.935],[0.345 0.    0.    ... 0.69  0.69  0.345],[1.38  1.035 0.69  ... 2.415 2.07  1.725],0,0,0,0,0,0,0,[ 7.935  6.21   6.9   ... 11.385 10.35  10.005],63200.0,3.0,3.0,50830.920000000006,0,0,12373.080000000004,0,0,0,2.0700000000000003,0,0,1.3800000000000001,0,0,0,2.0700000000000003,0,0,1.035,0,0,0,Referansesituasjon
42,64,A,P3,,,Harry Borthens Vei 9,2987711,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,Eldre,3375,0,12,10.445843,63.453354,False,False,False,False,False,False,0,0,False,[64.125 50.625 60.75  ... 87.75  81.    81.   ],[13.5   10.125  6.75  ... 23.625 20.25  16.875],[60.75  50.625 60.75  ... 81.    74.25  77.625],[3.375 0.    0.    ... 6.75  6.75  3.375],[13.5   10.125  6.75  ... 23.625 20.25  16.875],0,0,0,0,0,0,0,[ 77.625  60.75   67.5   ... 111.375 101.25   97.875],618300.0,34.0,30.0,497259.0,0,0,121041.0,0,0,0,20.25,0,0,13.5,0,0,0,20.25,0,0,10.125,0,0,0,Referansesituasjon
43,65,A,P3,,,Harry Borthens Vei 11,2987712,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,Eldre,3725,0,12,10.446844,63.453721,False,False,False,False,False,False,0,0,False,[70.775 55.875 67.05  ... 96.85  89.4   89.4  ],[14.9   11.175  7.45  ... 26.075 22.35  18.625],[67.05  55.875 67.05  ... 89.4   81.95  85.675],[3.725 0.    0.    ... 7.45  7.45  3.725],[14.9   11.175  7.45  ... 26.075 22.35  18.625],0,0,0,0,0,0,0,[ 85.675  67.05   74.5   ... 122.925 111.75  108.025],682400.0,37.0,34.0,548826.6,0,0,133593.4,0,0,0,22.35,0,0,14.9,0,0,0,22.35,0,0,11.175,0,0,0,Referansesituasjon
44,68,A,P3,,,Østmarkveien 40,4345647,Annen kontorbygning,Kontor,Eldre,673,0,3,10.447707,63.453335,False,False,False,False,True,False,0,0,False,[7.403 7.403 8.076 ... 8.749 8.749 8.749],[7.403 7.403 7.403 ... 7.403 7.403 7.403],[7.403 7.403 8.076 ... 8.749 8.749 8.749],[0. 0. 0. ... 0. 0. 0.],[7.403 7.403 7.403 ... 7.403 7.403 7.403],0,0,0,0,0,0,0,[14.806 14.806 15.479 ... 16.152 16.152 16.152],174600.0,9.0,22.0,59883.54,0,0,114750.538,0,0,0,0.673,0,0,8.076,0,0,0,2.692,0,0,18.844,0,0,0,Referansesituasjon
45,70,B,P3,,,Østmarkveien 19,4374167,Veksthus,Hus,Eldre,135,0,1,10.451853,63.451247,False,False,False,False,True,False,0,0,False,[2.565 2.025 2.43  ... 3.51  3.24  3.24 ],[0.54  0.405 0.27  ... 0.945 0.81  0.675],[2.43  2.025 2.43  ... 3.24  2.97  3.105],[0.135 0.    0.    ... 0.27  0.27  0.135],[0.54  0.405 0.27  ... 0.945 0.81  0.675],0,0,0,0,0,0,0,[3.105 2.43  2.7   ... 4.455 4.05  3.915],24700.0,1.0,1.0,19890.36,0,0,4841.640000000001,0,0,0,0.81,0,0,0.54,0,0,0,0.81,0,0,0.405,0,0,0,Referansesituasjon
46,76,A,P3,,,Østmarkveien 26G,5384266,Barnehage,Barnehage,TEK10/TEK17,1250,810,3,10.444673,63.451399,False,False,False,False,True,False,0,0,False,[ 8.75 10.   10.   ... 11.25 10.   10.  ],[5.   6.25 6.25 ... 5.   5.   5.  ],[ 7.5   8.75  8.75 ... 10.    8.75  8.75],[1.25 1.25 1.25 ... 1.25 1.25 1.25],[5.   6.25 6.25 ... 5.   5.   5.  ],0,0,0,0,0,0,0,[13.75 16.25 16.25 ... 16.25 15.   15.  ],183600.0,8.0,26.0,95655.0,0,0,87920.0,0,0,0,2.5,0,0,5.0,0,0,0,6.25,0,0,20.0,0,0,0,Referansesituasjon
47,77,A,P3,,,Østmarkveien 41,5565229,Sykehus,Sykehus,TEK10/TEK17,4265,3260,2,10.453051,63.454048,False,False,False,False,False,False,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[100. 102. 100. ...  20.  21.  22.],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon
48,82,A,P3,,,Østmarkveien 35,5837684,Annen primærhelsebygning,Sykehus,TEK10/TEK17,6090,5000,2,10.456097,63.453231,False,False,False,False,False,False,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[130 120 114 ...   0   2  17],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,Referansesituasjon
49,83,A,P3,,,Østmarkveien 26,6097270,Annen kontorbygning,Kontor,TEK10/TEK17,120,0,2,10.445702,63.451828,False,False,False,False,False,False,0,0,False,[0.72 0.72 0.84 ... 0.96 0.84 0.96],[1.32 1.32 1.32 ... 1.32 1.32 1.32],[0.72 0.72 0.84 ... 0.96 0.84 0.96],[0. 0. 0. ... 0. 0. 0.],[1.32 1.32 1.32 ... 1.32 1.32 1.32],0,0,0,0,0,0,0,[2.04 2.04 2.16 ... 2.28 2.16 2.28],26800.0,2.0,4.0,6336.48,0,0,20460.72,0,0,0,0.12,0,0,1.44,0,0,0,0.36,0,0,3.36,0,0,0,Referansesituasjon
50,84,D,P3,,,Østmarkveien 22C,6098753,Bo- og behandlingssenter,Sykehjem,Eldre,236,130,2,10.448496,63.451588,False,False,False,False,True,False,0,0,False,[4.956 4.956 4.956 ... 5.428 5.192 5.192],[1.888 1.888 1.888 ... 2.36  2.124 2.124],[4.484 4.484 4.484 ... 4.72  4.72  4.72 ],[0.472 0.472 0.472 ... 0.708 0.472 0.472],[1.888 1.888 1.888 ... 2.36  2.124 2.124],0,0,0,0,0,0,0,[6.844 6.844 6.844 ... 7.788 7.316 7.316],62800.0,6.0,7.0,39874.796,0,0,22901.440000000002,0,0,0,2.596,0,0,3.068,0,0,0,3.3039999999999994,0,0,3.3040000000000003,0,0,0,Referansesituasjon
51,85,D,P3,,,Østmarkveien 22G,6098755,Bo- og behandlingssenter,Sykehjem,Eldre,184,210,1,10.448594,63.451369,False,False,False,False,False,False,0,0,False,[3.864 3.864 3.864 ... 4.232 4.048 4.048],[1.472 1.472 1.472 ... 1.84  1.656 1.656],[3.496 3.496 3.496 ... 3.68  3.68  3.68 ],[0.368 0.368 0.368 ... 0.552 0.368 0.368],[1.472 1.472 1.472 ... 1.84  1.656 1.656],0,0,0,0,0,0,0,[5.336 5.336 5.336 ... 6.072 5.704 5.704],48900.0,4.0,5.0,31088.824,0,0,17855.36,0,0,0,2.024,0,0,2.392,0,0,0,2.576,0,0,2.576,0,0,0,Referansesituasjon
52,86,D,P3,,,Østmarkveien 22A,6098758,Bo- og behandlingssenter,Sykehjem,Eldre,310,190,2,10.448912,63.451476,False,False,False,False,False,False,0,0,False,[6.51 6.51 6.51 ... 7.13 6.82 6.82],[2.48 2.48 2.48 ... 3.1  2.79 2.79],[5.89 5.89 5.89 ... 6.2  6.2  6.2 ],[0.62 0.62 0.62 ... 0.93 0.62 0.62],[2.48 2.48 2.48 ... 3.1  2.79 2.79],0,0,0,0,0,0,0,[ 8.99  8.99  8.99 ... 10.23  9.61  9.61],82500.0,7.0,9.0,52377.909999999996,0,0,30082.399999999994,0,0,0,3.41,0,0,4.03,0,0,0,4.34,0,0,4.34,0,0,0,Referansesituasjon
53,87,A,P2,,,Gartnerhaugveien 1,0,0,Andre,Eldre,100,0,0,10.442133,63.4513,False,False,False,False,True,False,0,0,False,[1.59808 1.54784 1.59536 ... 1.85435 1.84092 1.85205],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],[1.5189  1.47131 1.52062 ... 1.74431 1.74546 1.76025],[0.07918 0.07653 0.07474 ... 0.11004 0.09546 0.0918 ],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],0,0,0,0,0,0,0,[2.56442 2.47968 2.52455 ... 2.87001 2.84895 2.81654],25900.0,2.0,3.0,12525.97262,0,0,13373.4045,0,0,0,0.50595,0,0,1.363,0,0,0,0.7576499999999999,0,0,2.0705,0,0,0,Referansesituasjon
54,88,A,P2,,,Gartnerhaugveien 1,0,0,Andre,Eldre,100,0,0,10.442183,63.451341,False,False,False,False,False,False,0,0,False,[1.59808 1.54784 1.59536 ... 1.85435 1.84092 1.85205],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],[1.5189  1.47131 1.52062 ... 1.74431 1.74546 1.76025],[0.07918 0.07653 0.07474 ... 0.11004 0.09546 0.0918 ],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],0,0,0,0,0,0,0,[2.56442 2.47968 2.52455 ... 2.87001 2.84895 2.81654],25900.0,2.0,3.0,12525.97262,0,0,13373.4045,0,0,0,0.50595,0,0,1.363,0,0,0,0.7576499999999999,0,0,2.0705,0,0,0,Referansesituasjon
55,89,A,P2,,,Gartnerhaugveien 1,0,0,Andre,Eldre,100,0,0,10.442243,63.451378,False,False,False,False,False,False,0,0,False,[1.59808 1.54784 1.59536 ... 1.85435 1.84092 1.85205],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],[1.5189  1.47131 1.52062 ... 1.74431 1.74546 1.76025],[0.07918 0.07653 0.07474 ... 0.11004 0.09546 0.0918 ],[0.96634 0.93184 0.92919 ... 1.01566 1.00803 0.96449],0,0,0,0,0,0,0,[2.56442 2.47968 2.52455 ... 2.87001 2.84895 2.81654],25900.0,2.0,3.0,12525.97262,0,0,13373.4045,0,0,0,0.50595,0,0,1.363,0,0,0,0.7576499999999999,0,0,2.0705,0,0,0,Referansesituasjon
56,90,A,P2,,,Østmarkveien 28U,0,0,Andre,Eldre,730,0,0,10.444495,63.451755,False,False,False,False,True,False,0,0,False,[11.665984 11.299232 11.646128 ... 13.536755 13.438716 13.519965],[7.054282 6.802432 6.783087 ... 7.414318 7.358619 7.040777],[11.08797  10.740563 11.100526 ... 12.733463 12.741858 12.849825],[0.578014 0.558669 0.545602 ... 0.803292 0.696858 0.67014 ],[7.054282 6.802432 6.783087 ... 7.414318 7.358619 7.040777],0,0,0,0,0,0,0,[18.720266 18.101664 18.429215 ... 20.951073 20.797335 20.560742],189100.0,14.0,21.0,91439.600126,0,0,97625.85285,0,0,0,3.693435,0,0,9.9499,0,0,0,5.530845,0,0,15.114650000000001,0,0,0,Referansesituasjon
57,91,A,P2,,,Østmarkveien 26F,0,0,Andre,Eldre,2000,0,0,10.445724,63.451774,False,False,False,False,False,False,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],0,0,0,0,0,0,0,[51.2884 49.5936 50.491  ... 57.4002 56.979  56.3308],518000.0,37.0,57.0,250519.45239999998,0,0,267468.09,0,0,0,10.119,0,0,27.259999999999998,0,0,0,15.153,0,0,41.410000000000004,0,0,0,Referansesituasjon
58,92,A,P2,,,Østmarkveien 26,0,0,Andre,Eldre,2000,0,0,10.446209,63.451881,False,False,False,False,False,False,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],0,0,0,0,0,0,0,[51.2884 49.5936 50.491  ... 57.4002 56.979  56.3308],518000.0,37.0,57.0,250519.45239999998,0,0,267468.09,0,0,0,10.119,0,0,27.259999999999998,0,0,0,15.153,0,0,41.410000000000004,0,0,0,Referansesituasjon
59,93,A,P2,,,Østmarkveien 26C,0,0,Andre,Eldre,2000,0,0,10.447303,63.451959,False,False,False,False,False,False,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],0,0,0,0,0,0,0,[51.2884 49.5936 50.491  ... 57.4002 56.979  56.3308],518000.0,37.0,57.0,250519.45239999998,0,0,267468.09,0,0,0,10.119,0,0,27.259999999999998,0,0,0,15.153,0,0,41.410000000000004,0,0,0,Referansesituasjon
60,94,A,P2,,,Østmarkveien 26B,0,0,Andre,Eldre,2000,0,0,10.447843,63.451992,False,False,False,False,False,False,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],0,0,0,0,0,0,0,[51.2884 49.5936 50.491  ... 57.4002 56.979  56.3308],518000.0,37.0,57.0,250519.45239999998,0,0,267468.09,0,0,0,10.119,0,0,27.259999999999998,0,0,0,15.153,0,0,41.410000000000004,0,0,0,Referansesituasjon
61,95,A,P2,,,Østmarkveien 26,0,0,Andre,Eldre,2000,0,0,10.448262,63.451855,False,False,False,False,True,False,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],0,0,0,0,0,0,0,[51.2884 49.5936 50.491  ... 57.4002 56.979  56.3308],518000.0,37.0,57.0,250519.45239999998,0,0,267468.09,0,0,0,10.119,0,0,27.259999999999998,0,0,0,15.153,0,0,41.410000000000004,0,0,0,Referansesituasjon
62,96,A,P2,,,Østmarkveien 28C,0,0,Andre,Eldre,2000,0,0,10.448161,63.452412,False,False,False,False,True,False,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],0,0,0,0,0,0,0,[51.2884 49.5936 50.491  ... 57.4002 56.979  56.3308],518000.0,37.0,57.0,250519.45239999998,0,0,267468.09,0,0,0,10.119,0,0,27.259999999999998,0,0,0,15.153,0,0,41.410000000000004,0,0,0,Referansesituasjon
63,97,A,P2,,,Victoria Bachkes Vei 23,0,0,Andre,Eldre,1380,0,0,10.449376,63.450155,False,False,False,False,False,False,0,0,False,[22.053504 21.360192 22.015968 ... 25.59003  25.404696 25.55829 ],[13.335492 12.859392 12.822822 ... 14.016108 13.910814 13.309962],[20.96082  20.304078 20.984556 ... 24.071478 24.087348 24.29145 ],[1.092684 1.056114 1.031412 ... 1.518552 1.317348 1.26684 ],[13.335492 12.859392 12.822822 ... 14.016108 13.910814 13.309962],0,0,0,0,0,0,0,[35.388996 34.219584 34.83879  ... 39.606138 39.31551  38.868252],357400.0,26.0,39.0,172858.42215600002,0,0,184552.9821,0,0,0,6.9821100000000005,0,0,18.8094,0,0,0,10.45557,0,0,28.5729,0,0,0,Referansesituasjon
64,100,A,P2,,,Østmarkveien 22H,0,0,Andre,Eldre,160,0,0,10.448633,63.451336,False,False,False,False,True,False,0,0,False,[2.556928 2.476544 2.552576 ... 2.96696  2.945472 2.96328 ],[1.546144 1.490944 1.486704 ... 1.625056 1.612848 1.543184],[2.43024  2.354096 2.432992 ... 2.790896 2.792736 2.8164  ],[0.126688 0.122448 0.119584 ... 0.176064 0.152736 0.14688 ],[1.546144 1.490944 1.486704 ... 1.625056 1.612848 1.543184],0,0,0,0,0,0,0,[4.103072 3.967488 4.03928  ... 4.592016 4.55832  4.506464],41400.0,3.0,5.0,20041.556192,0,0,21397.4472,0,0,0,0.80952,0,0,2.1808,0,0,0,1.21224,0,0,3.3128,0,0,0,Referansesituasjon
65,101,A,P2,,,Østmarkveien 22F,0,0,Andre,Eldre,178,0,0,10.448502,63.45142,False,False,False,False,True,False,0,0,False,[2.8445824 2.7551552 2.8397408 ... 3.300743  3.2768376 3.296649 ],[1.7200852 1.6586752 1.6539582 ... 1.8078748 1.7942934 1.7167922],[2.703642  2.6189318 2.7067036 ... 3.1048718 3.1069188 3.133245 ],[0.1409404 0.1362234 0.1330372 ... 0.1958712 0.1699188 0.163404 ],[1.7200852 1.6586752 1.6539582 ... 1.8078748 1.7942934 1.7167922],0,0,0,0,0,0,0,[4.5646676 4.4138304 4.493699  ... 5.1086178 5.071131  5.0134412],46100.0,3.0,5.0,22296.231263600002,0,0,23804.66001,0,0,0,0.9005909999999999,0,0,2.4261399999999997,0,0,0,1.348617,0,0,3.68549,0,0,0,Referansesituasjon
66,102,A,P2,,,Østmarkveien 22C,0,0,Andre,Eldre,266,0,0,10.448505,63.451574,False,False,False,False,False,False,0,0,False,[4.2508928 4.1172544 4.2436576 ... 4.932571  4.8968472 4.926453 ],[2.5704644 2.4786944 2.4716454 ... 2.7016556 2.6813598 2.5655434],[4.040274  3.9136846 4.0448492 ... 4.6398646 4.6429236 4.682265 ],[0.2106188 0.2035698 0.1988084 ... 0.2927064 0.2539236 0.244188 ],[2.5704644 2.4786944 2.4716454 ... 2.7016556 2.6813598 2.5655434],0,0,0,0,0,0,0,[6.8213572 6.5959488 6.715303  ... 7.6342266 7.578207  7.4919964],68900.0,5.0,8.0,33319.08716920001,0,0,35573.25597,0,0,0,1.3458269999999999,0,0,3.62558,0,0,0,2.015349,0,0,5.50753,0,0,0,Referansesituasjon
67,103,A,P2,,,Østmarkveien 22A,0,0,Andre,Eldre,330,0,0,10.448914,63.451471,False,False,False,False,False,False,0,0,False,[5.273664 5.107872 5.264688 ... 6.119355 6.075036 6.111765],[3.188922 3.075072 3.066327 ... 3.351678 3.326499 3.182817],[5.01237  4.855323 5.018046 ... 5.756223 5.760018 5.808825],[0.261294 0.252549 0.246642 ... 0.363132 0.315018 0.30294 ],[3.188922 3.075072 3.066327 ... 3.351678 3.326499 3.182817],0,0,0,0,0,0,0,[8.462586 8.182944 8.331015 ... 9.471033 9.401535 9.294582],85500.0,6.0,9.0,41335.709645999996,0,0,44132.23484999999,0,0,0,1.669635,0,0,4.4979,0,0,0,2.500245,0,0,6.83265,0,0,0,Referansesituasjon
68,104,A,P2,,,Østmarkveien 40,0,0,Andre,Eldre,780,0,0,10.447684,63.4532,False,False,False,False,False,False,0,0,False,[12.465024 12.073152 12.443808 ... 14.46393  14.359176 14.44599 ],[7.537452 7.268352 7.247682 ... 7.922148 7.862634 7.523022],[11.84742  11.476218 11.860836 ... 13.605618 13.614588 13.72995 ],[0.617604 0.596934 0.582972 ... 0.858312 0.744588 0.71604 ],[7.537452 7.268352 7.247682 ... 7.922148 7.862634 7.523022],0,0,0,0,0,0,0,[20.002476 19.341504 19.69149  ... 22.386078 22.22181  21.969012],202000.0,15.0,22.0,97702.58643600001,0,0,104312.5551,0,0,0,3.94641,0,0,10.6314,0,0,0,5.90967,0,0,16.149900000000002,0,0,0,Referansesituasjon
