,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
23,111,A,E,,,OMT68,5614767,Studenthjem/studentboliger,Hus,Eldre,6484,0,9,10.733078,59.963358,True,True,False,False,False,True,True,[0. 0. 0. ... 0. 0. 0.],[67.  69.2 66.4 ... 69.2 66.8 67.4],[0. 0. 0. ... 0. 0. 0.],"[128.22901539 128.8967868  137.18053334 ... 111.22197657 106.64055756
  97.3255691 ]",[67.  69.2 66.4 ... 69.2 66.8 67.4],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[67.  69.2 66.4 ... 69.2 66.8 67.4],526700.0,5.0,-1.0,34.000000000000014,24.2857142857143,0,603772.7999999999,9.714285714285719,0.0,77078.17630629375,0.0,0.0,0,52.4,0.0,0.0,47.06392524355555,0.0,0.0,0,45.4,0.0,0.0,46.879338011111116,Referansesituasjon
24,113,A,P1,,,OMT70,5615545,Studenthjem/studentboliger,Hus,Eldre,5106,0,11,10.733679,59.96386,True,True,False,False,False,True,False,[ 97.014  76.59   91.908 ... 132.756 122.544 122.544],[20.424 15.318 10.212 ... 35.742 30.636 25.53 ],[ 91.908  76.59   91.908 ... 122.544 112.332 117.438],[ 5.106  0.     0.    ... 10.212 10.212  5.106],[20.424 15.318 10.212 ... 35.742 30.636 25.53 ],"[27.71828571 21.88285714 26.25942857 ... 37.93028571 35.01257143
 35.01257143]","[-69.29571429 -54.70714286 -65.64857143 ... -94.82571429 -87.53142857
 -87.53142857]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],6717.0,4030200.0,"[48.14228571 37.20085714 36.47142857 ... 73.67228571 65.64857143
 60.54257143]",348400.0,-6.0,-6.0,752297.6159999999,537355.44,0,183121.584,214942.176,0.0,49661.411502151066,30.636,21.88285714285714,0,15.318,8.753142857142858,0.0,30.32325192981818,30.636,21.88285714285714,0,15.318,8.753142857142858,0.0,30.204322513636367,Referansesituasjon
25,114,A,P1,,,OMT40,5734422,Studenthjem/studentboliger,Hus,Eldre,1307,0,4,10.728471,59.963463,True,True,False,False,False,True,True,"[ 8.29109164  6.26438035 14.73971847 ... 12.89725366 10.13355645
  8.53675361]",[13.5114086 13.5114086 13.5114086 ... 13.5114086 13.5114086 13.5114086],"[ 8.29109164  6.26438035 14.73971847 ... 12.89725366 10.13355645
  8.53675361]","[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[13.6114086 13.5114086 13.5114086 ... 13.5114086 13.6114086 13.5114086],[2.36888333 1.78982296 4.21134813 ... 3.68492962 2.89530184 2.43907246],"[ -5.92220831  -4.47455739 -10.52837034 ...  -9.21232404  -7.23825461
  -6.09768115]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],974.0,584400.0,"[15.88029192 15.30123156 17.72275673 ... 17.19633822 16.40671044
 15.95048106]",104900.0,-18.0,-19.0,109069.49477305035,77906.78198075024,0,108718.50522694938,31162.712792300095,0.0,34957.99614015011,0.0,0.0,0,3.807760605119758,0.0,0.0,21.345348266499997,0.0,0.0,0,2.4566197452385534,0.0,0.0,21.26163066875,Referansesituasjon
26,115,A,E,,,OMT38,5734455,Studenthjem/studentboliger,Hus,Eldre,2983,0,5,10.728844,59.963669,True,True,False,False,False,True,True,"[ 8.29109164  6.26438035 14.73971847 ... 12.89725366 10.13355645
  8.53675361]",[13.5114086 13.5114086 13.5114086 ... 13.5114086 13.5114086 13.5114086],"[ 8.29109164  6.26438035 14.73971847 ... 12.89725366 10.13355645
  8.53675361]","[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[13.5114086 13.5114086 13.5114086 ... 13.5114086 13.5114086 13.5114086],[2.36888333 1.78982296 4.21134813 ... 3.68492962 2.89530184 2.43907246],"[ -5.92220831  -4.47455739 -10.52837034 ...  -9.21232404  -7.23825461
  -6.09768115]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],974.0,584400.0,"[15.88029192 15.30123156 17.72275673 ... 17.19633822 16.40671044
 15.95048106]",76100.0,-35.0,-36.0,109069.49477305035,77906.78198075024,0,108718.50522694938,31162.712792300095,0.0,63828.4330442649,0.0,0.0,0,3.807760605119758,0.0,0.0,38.9736335908,0.0,0.0,0,2.4566197452385534,0.0,0.0,38.820776915,Referansesituasjon
27,116,A,P1,,,OMT42,5734456,Studenthjem/studentboliger,Hus,Eldre,1816,0,5,10.729232,59.963347,True,True,False,False,False,True,True,"[ 8.29109164  6.26438035 14.73971847 ... 12.89725366 10.13355645
  8.53675361]",[13.5114086 13.5114086 13.5114086 ... 13.5114086 13.5114086 13.5114086],"[ 8.29109164  6.26438035 14.73971847 ... 12.89725366 10.13355645
  8.53675361]","[44.36615543 44.59719869 47.46330497 ... 38.48186375 36.8967315
 33.67382423]",[13.6114086 13.5114086 13.5114086 ... 13.5114086 13.5114086 13.6114086],[2.36888333 1.78982296 4.21134813 ... 3.68492962 2.89530184 2.43907246],"[ -5.92220831  -4.47455739 -10.52837034 ...  -9.21232404  -7.23825461
  -6.09768115]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],974.0,584400.0,"[15.88029192 15.30123156 17.72275673 ... 17.19633822 16.40671044
 15.95048106]",101000.0,-20.0,-21.0,109069.49477305035,77906.78198075024,0,108718.50522694938,31162.712792300095,0.0,38857.67160857696,0.0,0.0,0,3.807760605119758,0.0,0.0,23.726489641599997,0.0,0.0,0,2.4566197452385534,0.0,0.0,23.63343308,Referansesituasjon
28,122,A,P1,,,OMT30A,6029002,Studenthjem/studentboliger,Hus,Eldre,4075,0,7,10.730766,59.965354,True,True,False,False,False,True,False,[ 77.425  61.125  73.35  ... 105.95   97.8    97.8  ],[16.3   12.225  8.15  ... 28.525 24.45  20.375],[73.35  61.125 73.35  ... 97.8   89.65  93.725],[4.075 0.    0.    ... 8.15  8.15  4.075],[16.3   12.225  8.15  ... 28.525 24.45  20.375],"[22.12142857 17.46428571 20.95714286 ... 30.27142857 27.94285714
 27.94285714]","[-55.30357143 -43.66071429 -52.39285714 ... -75.67857143 -69.85714286
 -69.85714286]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],5361.0,3216600.0,"[38.42142857 29.68928571 29.10714286 ... 58.79642857 52.39285714
 48.31785714]",255400.0,-19.0,-19.0,600394.2,428852.99999999994,0,146145.80000000002,171541.2,0.0,62281.706971739724,24.450000000000003,17.464285714285715,0,12.225,6.9857142857142875,0.0,38.02920283571428,24.450000000000003,17.464285714285715,0,12.225,6.9857142857142875,0.0,37.88005026785714,Referansesituasjon
29,123,A,P2,,,OMT30B,6029032,Studenthjem/studentboliger,Hus,Eldre,2725,0,6,10.729925,59.965552,True,True,False,False,False,True,False,[51.775 40.875 49.05  ... 70.85  65.4   65.4  ],[10.9    8.175  5.45  ... 19.075 16.35  13.625],[49.05  40.875 49.05  ... 65.4   59.95  62.675],[2.725 0.    0.    ... 5.45  5.45  2.725],[10.9    8.175  5.45  ... 19.075 16.35  13.625],"[14.79285714 11.67857143 14.01428571 ... 20.24285714 18.68571429
 18.68571429]","[-36.98214286 -29.19642857 -35.03571429 ... -50.60714286 -46.71428571
 -46.71428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],3585.0,2151000.0,"[25.69285714 19.85357143 19.46428571 ... 39.31785714 35.03571429
 32.31071429]",163900.0,-17.0,-17.0,401490.6,286779.0,0,97729.40000000001,114711.59999999999,0.0,48589.92067427139,16.35,11.67857142857143,0,8.175,4.671428571428571,0.0,29.66899975833333,16.35,11.67857142857143,0,8.175,4.671428571428571,0.0,29.55263635416667,Referansesituasjon
30,124,A,P1,,,OMT28A,6029336,Studenthjem/studentboliger,Hus,Eldre,5150,0,6,10.728655,59.965029,True,True,False,False,False,True,False,[ 97.85  77.25  92.7  ... 133.9  123.6  123.6 ],[20.6  15.45 10.3  ... 36.05 30.9  25.75],[ 92.7   77.25  92.7  ... 123.6  113.3  118.45],[ 5.15  0.    0.   ... 10.3  10.3   5.15],[20.6  15.45 10.3  ... 36.05 30.9  25.75],"[27.95714286 22.07142857 26.48571429 ... 38.25714286 35.31428571
 35.31428571]","[-69.89285714 -55.17857143 -66.21428571 ... -95.64285714 -88.28571429
 -88.28571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],6775.0,4065000.0,"[48.55714286 37.52142857 36.78571429 ... 74.30714286 66.21428571
 61.06428571]",309700.0,-32.0,-32.0,758780.3999999999,541986.0,0,184699.60000000003,216794.4,0.0,91830.49228348536,30.900000000000002,22.071428571428573,0,15.450000000000001,8.82857142857143,0.0,56.071687616666665,30.900000000000002,22.071428571428573,0,15.450000000000001,8.82857142857143,0.0,55.85177145833334,Referansesituasjon
31,125,A,P2,,,OMT30D,6029352,Studenthjem/studentboliger,Hus,Eldre,4805,0,7,10.729002,59.96561,True,True,False,False,False,True,False,[ 91.295  72.075  86.49  ... 124.93  115.32  115.32 ],[19.22  14.415  9.61  ... 33.635 28.83  24.025],[ 86.49   72.075  86.49  ... 115.32  105.71  110.515],[4.805 0.    0.    ... 9.61  9.61  4.805],[19.22  14.415  9.61  ... 33.635 28.83  24.025],"[26.08428571 20.59285714 24.71142857 ... 35.69428571 32.94857143
 32.94857143]","[-65.21071429 -51.48214286 -61.77857143 ... -89.23571429 -82.37142857
 -82.37142857]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],6321.0,3792600.0,"[45.30428571 35.00785714 34.32142857 ... 69.32928571 61.77857143
 56.97357143]",301200.0,-22.0,-22.0,707949.48,505678.19999999995,0,172326.52,202271.28,0.0,73438.92073600231,28.83,20.59285714285714,0,14.415000000000001,8.237142857142857,0.0,44.84179622714286,28.83,20.59285714285714,0,14.415000000000001,8.237142857142857,0.0,44.66592430357143,Referansesituasjon
32,127,A,P2,,,OMT30E,6029364,Studenthjem/studentboliger,Hus,Eldre,1258,0,4,10.72839,59.965418,True,True,False,False,False,True,False,[23.902 18.87  22.644 ... 32.708 30.192 30.192],[5.032 3.774 2.516 ... 8.806 7.548 6.29 ],[22.644 18.87  22.644 ... 30.192 27.676 28.934],[1.258 0.    0.    ... 2.516 2.516 1.258],[5.032 3.774 2.516 ... 8.806 7.548 6.29 ],[6.82914286 5.39142857 6.46971429 ... 9.34514286 8.62628571 8.62628571],"[-17.07285714 -13.47857143 -16.17428571 ... -23.36285714 -21.56571429
 -21.56571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1655.0,993000.0,"[11.86114286  9.16542857  8.98571429 ... 18.15114286 16.17428571
 14.91628571]",64400.0,-15.0,-15.0,185348.688,132391.91999999998,0,45116.912,52956.768,0.0,33647.40561921105,7.548,5.3914285714285715,0,3.774,2.1565714285714286,0.0,20.545101851,7.548,5.3914285714285715,0,3.774,2.1565714285714286,0.0,20.4645228625,Referansesituasjon
33,128,A,P2,,,OMT28B,6029368,Studenthjem/studentboliger,Hus,Eldre,2315,0,4,10.728148,59.964761,True,True,False,False,False,True,False,[43.985 34.725 41.67  ... 60.19  55.56  55.56 ],[ 9.26   6.945  4.63  ... 16.205 13.89  11.575],[41.67  34.725 41.67  ... 55.56  50.93  53.245],[2.315 0.    0.    ... 4.63  4.63  2.315],[ 9.26   6.945  4.63  ... 16.205 13.89  11.575],"[12.56714286  9.92142857 11.90571429 ... 17.19714286 15.87428571
 15.87428571]","[-31.41785714 -24.80357143 -29.76428571 ... -42.99285714 -39.68571429
 -39.68571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],3045.0,1827000.0,"[21.82714286 16.86642857 16.53571429 ... 33.40214286 29.76428571
 27.44928571]",118600.0,-27.0,-27.0,341082.84,243630.59999999998,0,83025.16,97452.24,0.0,61918.7154280394,13.89,9.92142857142857,0,6.945,3.9685714285714297,0.0,37.807560242499996,13.89,9.92142857142857,0,6.945,3.9685714285714297,0.0,37.65927696875,Referansesituasjon
34,129,A,P1,,,OMT28C,6029373,Studenthjem/studentboliger,Hus,Eldre,2130,0,5,10.728633,59.964576,True,True,False,False,False,True,False,[40.47 31.95 38.34 ... 55.38 51.12 51.12],[ 8.52  6.39  4.26 ... 14.91 12.78 10.65],[38.34 31.95 38.34 ... 51.12 46.86 48.99],[2.13 0.   0.   ... 4.26 4.26 2.13],[ 8.52  6.39  4.26 ... 14.91 12.78 10.65],"[11.56285714  9.12857143 10.95428571 ... 15.82285714 14.60571429
 14.60571429]","[-28.90714286 -22.82142857 -27.38571429 ... -39.55714286 -36.51428571
 -36.51428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],2802.0,1681200.0,"[20.08285714 15.51857143 15.21428571 ... 30.73285714 27.38571429
 25.25571429]",120500.0,-18.0,-18.0,313825.68,224161.2,0,76390.31999999999,89664.47999999998,0.0,45576.454034289054,12.78,9.128571428571428,0,6.390000000000001,3.6514285714285712,0.0,27.828977388,12.78,9.128571428571428,0,6.390000000000001,3.6514285714285712,0.0,27.719830650000002,Referansesituasjon
35,131,A,P1,,,Utenfor,540329,Barnehage,Barnehage,Eldre,557,0,2,10.734331,59.96286,True,True,False,False,False,True,False,[7.241 7.241 7.241 ... 9.469 8.355 8.912],[2.228 2.785 2.785 ... 2.228 2.228 2.228],[6.684 6.684 6.684 ... 8.912 7.798 8.355],[0.557 0.557 0.557 ... 0.557 0.557 0.557],[2.228 2.785 2.785 ... 2.228 2.228 2.228],[2.06885714 2.06885714 2.06885714 ... 2.70542857 2.38714286 2.54628571],"[-5.17214286 -5.17214286 -5.17214286 ... -6.76357143 -5.96785714
 -6.36571429]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],538.0,322800.0,[4.29685714 4.85385714 4.85385714 ... 4.93342857 4.61514286 4.77428571],27400.0,-9.0,-10.0,63695.178,43078.777857142864,0,39177.152,17231.511142857144,3384.888999999999,32398.091958553898,2.785,1.9892857142857143,0,10.026,0.7957142857142858,0.0,20.2105001985,3.899,2.785,0,8.912,1.1139999999999999,0.0,20.492730706,Referansesituasjon
36,132,A,P2,,,BT4,0,Studenthjem/studentboliger,Hus,Eldre,10000,0,5,10.7314011,59.9649071,True,True,False,False,False,True,False,[190. 150. 180. ... 260. 240. 240.],[40. 30. 20. ... 70. 60. 50.],[180. 150. 180. ... 240. 220. 230.],[10.  0.  0. ... 20. 20. 10.],[40. 30. 20. ... 70. 60. 50.],"[54.28571429 42.85714286 51.42857143 ... 74.28571429 68.57142857
 68.57142857]","[-135.71428571 -107.14285714 -128.57142857 ... -185.71428571 -171.42857143
 -171.42857143]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],13155.0,7893000.0,"[ 94.28571429  72.85714286  71.42857143 ... 144.28571429 128.57142857
 118.57142857]",565600.0,-84.0,-83.0,1473360.0,1052400.0,0,358640.0,420960.0,0.0,213973.962602296,60.0,42.85714285714286,0,30.0,17.14285714285714,0.0,130.65247599999998,60.0,42.85714285714286,0,30.0,17.14285714285714,0.0,130.14005,Referansesituasjon
